Year,Month,Day,Discharge
1958,10,2,527.16
1958,10,3,549.27
1958,10,4,468.4
1958,10,5,549.27
1958,10,6,564.71
1958,10,7,920.53
1958,10,8,873.44
1958,10,9,847.77
1958,10,10,846.55
1958,10,11,810.45
1958,10,12,586.56
1958,10,13,493.61
1958,10,14,431.99
1958,10,15,538.44
1958,10,16,473.93
1958,10,17,567.93
1958,10,18,586.55
1958,10,19,533.35
1958,10,20,497.9
1958,10,21,384.09
1958,10,22,323.28
1958,10,23,351.09
1958,10,24,477.1
1958,10,25,492.35
1958,10,26,497.24
1958,10,27,460.24
1958,10,28,388.98
1958,10,29,327.56
1958,10,30,344.69
1958,10,31,343.46
1958,11,1,416.25
1958,11,2,507.35
1958,11,3,530.59
1958,11,4,510.71
1958,11,5,399.38
1958,11,6,317.46
1958,11,7,390.82
1958,11,8,446.48
1958,11,9,430.92
1958,11,10,403.71
1958,11,11,357.51
1958,11,12,289.28
1958,11,13,275.83
1958,11,14,338.54
1958,11,15,396.63
1958,11,16,412.23
1958,11,17,414.05
1958,11,18,337.31
1958,11,19,285.91
1958,11,20,308.56
1958,11,21,335.5
1958,11,22,385.05
1958,11,23,396.65
1958,11,24,373.38
1958,11,25,337.92
1958,11,26,286.53
1958,11,27,271.46
1958,11,28,524.98
1958,11,29,607.21
1958,11,30,625.85
1958,12,1,582.82
1958,12,2,523.66
1958,12,3,514.99
1958,12,4,514.99
1958,12,5,523.66
1958,12,6,576.7
1958,12,7,585.71
1958,12,8,562.18
1958,12,9,415.61
1958,12,10,315.84
1958,12,11,296.76
1958,12,12,511.44
1958,12,13,619.68
1958,12,14,610.28
1958,12,15,573.88
1958,12,16,468.33
1958,12,17,350.94
1958,12,18,305.91
1958,12,19,552.47
1958,12,20,683.61
1958,12,21,767.51
1958,12,22,796.18
1958,12,23,534.66
1958,12,24,410.12
1958,12,25,578.35
1958,12,26,740.3
1958,12,27,710.59
1958,12,28,507.93
1958,12,29,491.23
1958,12,30,1083.87
1958,12,31,825.43
1959,1,1,795.63
1959,1,2,981.03
1959,1,3,1081.11
1959,1,4,1467.32
1959,1,5,885.74
1959,1,6,866.01
1959,1,7,1680.2
1959,1,8,2190.99
1959,1,9,1948.63
1959,1,10,1633.73
1959,1,11,1793.98
1959,1,12,1699.8
1959,1,13,1973.91
1959,1,14,2026.27
1959,1,15,1823.68
1959,1,16,1454.24
1959,1,17,1292.02
1959,1,18,1127.8
1959,1,19,882.88
1959,1,20,677.53
1959,1,21,616.72
1959,1,22,773.78
1959,1,23,1296.04
1959,1,24,12694.88
1959,1,25,20606.08
1959,1,26,11988.91
1959,1,27,7350.45
1959,1,28,4867.92
1959,1,29,3545.73
1959,1,30,2869.1
1959,1,31,2508.75
1959,2,1,1898.76
1959,2,2,1490.63
1959,2,3,1256.96
1959,2,4,1059.45
1959,2,5,978.65
1959,2,6,925.13
1959,2,7,909.84
1959,2,8,863.96
1959,2,9,856.31
1959,2,10,848.66
1959,2,11,802.79
1959,2,12,841.01
1959,2,13,1108.58
1959,2,14,1125.45
1959,2,15,1247.76
1959,2,16,2843.15
1959,2,17,12702.07
1959,2,18,58006.68
1959,2,19,111348.43
1959,2,20,49763.63
1959,2,21,19218.18
1959,2,22,9505.49
1959,2,23,5884.01
1959,2,24,4220.35
1959,2,25,3763.15
1959,2,26,3584.23
1959,2,27,3428.29
1959,2,28,3298.29
1959,3,1,3206.56
1959,3,2,3061.28
1959,3,3,2923.65
1959,3,4,2789.08
1959,3,5,2654.51
1959,3,6,2521.47
1959,3,7,2400.67
1959,3,8,2299.79
1959,3,9,2205
1959,3,10,2125.46
1959,3,11,2077.46
1959,3,12,2266.06
1959,3,13,2241.79
1959,3,14,2119.87
1959,3,15,2082.16
1959,3,16,1941.37
1959,3,17,1776.13
1959,3,18,1929.18
1959,3,19,2020.38
1959,3,20,2158.06
1959,3,21,2045.04
1959,3,22,1910.97
1959,3,23,2063.54
1959,3,24,2082.16
1959,3,25,2202.95
1959,3,26,2069.78
1959,3,27,2045.18
1959,3,28,2333.42
1959,3,29,2920.71
1959,3,30,5391.24
1959,3,31,6830.48
1959,4,1,5308.97
1959,4,2,8054.16
1959,4,3,8547.07
1959,4,4,7011.15
1959,4,5,3614.66
1959,4,6,2325.96
1959,4,7,2056.58
1959,4,8,1990.04
1959,4,9,1882.31
1959,4,10,1630.98
1959,4,11,1448.16
1959,4,12,1406.42
1959,4,13,1434.21
1959,4,14,1330.03
1959,4,15,1443.52
1959,4,16,1485.5
1959,4,17,1600.7
1959,4,18,1873.24
1959,4,19,2238.69
1959,4,20,1757.93
1959,4,21,1518.84
1959,4,22,1600.7
1959,4,23,1615.32
1959,4,24,1586.09
1959,4,25,1581.25
1959,4,26,1561.96
1959,4,27,1425.3
1959,4,28,1294.66
1959,4,29,1406.63
1959,4,30,1429.4
1959,5,1,1429.4
1959,5,2,1429.4
1959,5,3,1424.79
1959,5,4,1370.38
1959,5,5,1229.82
1959,5,6,1338.99
1959,5,7,1388.16
1959,5,8,1392.68
1959,5,9,1397.26
1959,5,10,1415.62
1959,5,11,1339.19
1959,5,12,1208.89
1959,5,13,1393.27
1959,5,14,1429.4
1959,5,15,1429.4
1959,5,16,1429.4
1959,5,17,1420.24
1959,5,18,1339.19
1959,5,19,1175.18
1959,5,20,1183.74
1959,5,21,1393.27
1959,5,22,1434.03
1959,5,23,1471.35
1959,5,24,1532.97
1959,5,25,1518.84
1959,5,26,1411.45
1959,5,27,1586.34
1959,5,28,1620.22
1959,5,29,1620.22
1959,5,30,1610.43
1959,5,31,1537.85
1959,6,1,1425.1
1959,6,2,1325.54
1959,6,3,1443.52
1959,6,4,1466.6
1959,6,5,1466.6
1959,6,6,1466.6
1959,6,7,1457.29
1959,6,8,1370.59
1959,6,9,1213.14
1959,6,10,1393.27
1959,6,11,1429.4
1959,6,12,1429.4
1959,6,13,1429.4
1959,6,14,1420.24
1959,6,15,1334.85
1959,6,16,1175.29
1959,6,17,1334.85
1959,6,18,1438.91
1959,6,19,1547.45
1959,6,20,1476.09
1959,6,21,1424.87
1959,6,22,1339.19
1959,6,23,1208.89
1959,6,24,1393.27
1959,6,25,1429.4
1959,6,26,1429.4
1959,6,27,1429.4
1959,6,28,1420.24
1959,6,29,1334.85
1959,6,30,1179.51
1959,7,1,1361.63
1959,7,2,1424.79
1959,7,3,1429.4
1959,7,4,1406.63
1959,7,5,1195.37
1959,7,6,718.96
1959,7,7,536.89
1959,7,8,915.45
1959,7,9,1300.34
1959,7,10,1356.7
1959,7,11,1338.9
1959,7,12,1157.67
1959,7,13,687.8
1959,7,14,483.58
1959,7,15,884.13
1959,7,16,1296.17
1959,7,17,1356.7
1959,7,18,1338.9
1959,7,19,1165.31
1959,7,20,755.9
1959,7,21,624.05
1959,7,22,733.96
1959,7,23,1606.22
1959,7,24,1751.13
1959,7,25,1731.27
1959,7,26,1388.58
1959,7,27,856.73
1959,7,28,692.03
1959,7,29,1209.98
1959,7,30,1438.86
1959,7,31,1393.48
1959,8,1,1171.18
1959,8,2,1229.7
1959,8,3,1108.05
1959,8,4,582.75
1959,8,5,975.02
1959,8,6,1277.64
1959,8,7,1285.79
1959,8,8,1251.04
1959,8,9,1212.64
1959,8,10,1158.29
1959,8,11,1141.83
1959,8,12,1089.08
1959,8,13,1053.29
1959,8,14,1025.88
1959,8,15,1014.3
1959,8,16,968.65
1959,8,17,961.11
1959,8,18,957.37
1959,8,19,935.01
1959,8,20,927.63
1959,8,21,905.66
1959,8,22,898.39
1959,8,23,866.16
1959,8,24,799.92
1959,8,25,782.94
1959,8,26,794.74
1959,8,27,1127.25
1959,8,28,1212.58
1959,8,29,1204.19
1959,8,30,1056.74
1959,8,31,612.12
1959,9,1,383.56
1959,9,2,597.92
1959,9,3,1077.02
1959,9,4,1208.39
1959,9,5,1200.03
1959,9,6,1033.11
1959,9,7,624.81
1959,9,8,518.85
1959,9,9,962.85
1959,9,10,1191.78
1959,9,11,1221.07
1959,9,12,1229.7
1959,9,13,1060.88
1959,9,14,617.38
1959,9,15,421.67
1959,9,16,682.25
1959,9,17,1144.75
1959,9,18,1246.73
1959,9,19,1251.03
1959,9,20,1177.42
1959,9,21,741.28
1959,9,22,544.29
1959,9,23,829.27
1959,9,24,1253.16
1959,9,25,1329.86
1959,9,26,1365.63
1959,9,27,1194.83
1959,9,28,738.32
1959,9,29,542.69
1959,9,30,929.51
1959,10,1,1243.3
1959,10,2,1285.76
1959,10,3,1277.06
1959,10,4,1149.03
1959,10,5,693.45
1959,10,6,503.46
1959,10,7,798.73
1959,10,8,1218.93
1959,10,9,1277.06
1959,10,10,1296.33
1959,10,11,1561.41
1959,10,12,701.61
1959,10,13,476.42
1959,10,14,366.83
1959,10,15,299.59
1959,10,16,353.95
1959,10,17,1687.46
1959,10,18,5563.33
1959,10,19,7421.88
1959,10,20,5047.07
1959,10,21,7271.17
1959,10,22,8320.41
1959,10,23,5969.36
1959,10,24,3699.75
1959,10,25,2384.52
1959,10,26,1733.63
1959,10,27,1411.89
1959,10,28,1255.64
1959,10,29,1162.48
1959,10,30,1175.18
1959,10,31,1348.33
1959,11,1,3959.79
1959,11,2,19796.28
1959,11,3,11056.97
1959,11,4,7009.07
1959,11,5,5949.4
1959,11,6,4123.12
1959,11,7,2913.44
1959,11,8,3967.05
1959,11,9,12766.37
1959,11,10,14240.62
1959,11,11,16436.22
1959,11,12,34197.12
1959,11,13,72129.64
1959,11,14,118104.8
1959,11,15,105086.06
1959,11,16,86976.22
1959,11,17,41365.45
1959,11,18,16216.56
1959,11,19,18427.12
1959,11,20,23077.18
1959,11,21,14636.55
1959,11,22,10011.53
1959,11,23,7931.27
1959,11,24,6613.88
1959,11,25,5673.97
1959,11,26,5055.93
1959,11,27,4568.86
1959,11,28,4171.64
1959,11,29,3839.52
1959,11,30,3498.7
1959,12,1,3415.99
1959,12,2,10391.39
1959,12,3,22641.72
1959,12,4,31217.87
1959,12,5,11655.96
1959,12,6,7199.63
1959,12,7,5732.91
1959,12,8,5055.93
1959,12,9,4552.29
1959,12,10,4044.1
1959,12,11,3611.65
1959,12,12,3275.28
1959,12,13,3072.29
1959,12,14,2829.62
1959,12,15,2654.49
1959,12,16,2472.79
1959,12,17,2363.44
1959,12,18,2274.22
1959,12,19,2239.03
1959,12,20,4269.95
1959,12,21,5418.73
1959,12,22,9577.71
1959,12,23,14763.88
1959,12,24,16328.36
1959,12,25,10726.6
1959,12,26,6587.08
1959,12,27,4890.96
1959,12,28,4818.6
1959,12,29,5814.53
1959,12,30,7309
1959,12,31,6363.63
1960,1,1,3459.12
1960,1,2,2262.92
1960,1,3,1799.13
1960,1,4,2182.59
1960,1,5,2311.11
1960,1,6,2765.12
1960,1,7,2443.53
1960,1,8,2187.19
1960,1,9,2050.93
1960,1,10,1984.63
1960,1,11,1871.46
1960,1,12,1787.32
1960,1,13,1735.8
1960,1,14,1669.96
1960,1,15,1659.92
1960,1,16,1659.92
1960,1,17,1659.92
1960,1,18,1659.92
1960,1,19,1659.92
1960,1,20,1659.92
1960,1,21,1695.45
1960,1,22,1925.24
1960,1,23,2053.52
1960,1,24,2184.71
1960,1,25,2022.99
1960,1,26,1923.6
1960,1,27,1914.42
1960,1,28,1796.66
1960,1,29,1610.1
1960,1,30,1594.88
1960,1,31,1567.36
1960,2,1,1535.25
1960,2,2,1466.41
1960,2,3,1391.48
1960,2,4,1368.52
1960,2,5,1348.65
1960,2,6,1356.3
1960,2,7,1556.64
1960,2,8,2406.8
1960,2,9,2773.8
1960,2,10,3279.95
1960,2,11,2847.17
1960,2,12,2321.19
1960,2,13,1960.3
1960,2,14,1802.81
1960,2,15,1746.3
1960,2,16,1630.07
1960,2,17,1992.43
1960,2,18,2496.99
1960,2,19,4172.92
1960,2,20,5328.93
1960,2,21,4266.18
1960,2,22,3318.13
1960,2,23,2810.44
1960,2,24,2341.21
1960,2,25,2211.87
1960,2,26,1934.13
1960,2,27,1784.14
1960,2,28,1742.91
1960,2,29,1731.67
1960,3,1,1641.3
1960,3,2,1649.95
1960,3,3,1577.1
1960,3,4,1317.09
1960,3,5,1430
1960,3,6,1605.8
1960,3,7,1705.35
1960,3,8,1805.9
1960,3,9,1792.3
1960,3,10,1680.82
1960,3,11,1575.25
1960,3,12,1574
1960,3,13,1520.18
1960,3,14,1444.71
1960,3,15,1456.96
1960,3,16,1534.64
1960,3,17,1540.38
1960,3,18,1526.07
1960,3,19,1436.44
1960,3,20,1408.91
1960,3,21,1334.3
1960,3,22,1328.51
1960,3,23,1345.93
1960,3,24,1338.56
1960,3,25,1329.4
1960,3,26,1325.45
1960,3,27,1308.63
1960,3,28,1245.9
1960,3,29,1257.55
1960,3,30,1232.18
1960,3,31,1162.13
1960,4,1,1157.24
1960,4,2,1162.75
1960,4,3,1156.02
1960,4,4,1121.17
1960,4,5,989.96
1960,4,6,930.91
1960,4,7,769.74
1960,4,8,631.51
1960,4,9,614.1
1960,4,10,595.13
1960,4,11,534.57
1960,4,12,466.66
1960,4,13,359.97
1960,4,14,305.85
1960,4,15,353.22
1960,4,16,437.92
1960,4,17,452
1960,4,18,429.04
1960,4,19,366.36
1960,4,20,308.58
1960,4,21,267.6
1960,4,22,315.94
1960,4,23,419.61
1960,4,24,435.2
1960,4,25,473.7
1960,4,26,355.95
1960,4,27,295.09
1960,4,28,305.81
1960,4,29,422.33
1960,4,30,451.38
1960,5,1,458.44
1960,5,2,411.05
1960,5,3,404.29
1960,5,4,296.01
1960,5,5,266.07
1960,5,6,326.04
1960,5,7,426.64
1960,5,8,490.85
1960,5,9,438.84
1960,5,10,348.66
1960,5,11,279.54
1960,5,12,262.7
1960,5,13,415.63
1960,5,14,507.36
1960,5,15,542.19
1960,5,16,413.15
1960,5,17,427.85
1960,5,18,324.81
1960,5,19,293.58
1960,5,20,428.74
1960,5,21,460.86
1960,5,22,451.08
1960,5,23,443.43
1960,5,24,362.09
1960,5,25,306.72
1960,5,26,267.87
1960,5,27,418.37
1960,5,28,550.78
1960,5,29,551.09
1960,5,30,534.58
1960,5,31,437.32
1960,6,1,322.34
1960,6,2,309.78
1960,6,3,437.03
1960,6,4,549.56
1960,6,5,501.84
1960,6,6,533.34
1960,6,7,435.18
1960,6,8,305.79
1960,6,9,368.5
1960,6,10,682.27
1960,6,11,592.05
1960,6,12,456.58
1960,6,13,410.99
1960,6,14,327.24
1960,6,15,262.73
1960,6,16,245.89
1960,6,17,361.16
1960,6,18,426.9
1960,6,19,431.83
1960,6,20,420.79
1960,6,21,333.97
1960,6,22,293
1960,6,23,261.8
1960,6,24,412.26
1960,6,25,550.48
1960,6,26,558.14
1960,6,27,555.65
1960,6,28,444.03
1960,6,29,328.48
1960,6,30,290.54
1960,7,1,412.85
1960,7,2,455.95
1960,7,3,540.98
1960,7,4,527.26
1960,7,5,428.78
1960,7,6,316.84
1960,7,7,283.5
1960,7,8,426.62
1960,7,9,543.16
1960,7,10,552.3
1960,7,11,537.33
1960,7,12,418.99
1960,7,13,315.31
1960,7,14,333.96
1960,7,15,533.34
1960,7,16,583.17
1960,7,17,630.28
1960,7,18,566.08
1960,7,19,485.34
1960,7,20,334.55
1960,7,21,334.25
1960,7,22,477.72
1960,7,23,513.8
1960,7,24,520.84
1960,7,25,538.52
1960,7,26,399.37
1960,7,27,301.54
1960,7,28,278.31
1960,7,29,367.3
1960,7,30,484.71
1960,7,31,494.23
1960,8,1,490.57
1960,8,2,429.4
1960,8,3,316.22
1960,8,4,274.6
1960,8,5,420.48
1960,8,6,508.28
1960,8,7,567.62
1960,8,8,554.73
1960,8,9,453.54
1960,8,10,333.97
1960,8,11,266.65
1960,8,12,380.74
1960,8,13,440.08
1960,8,14,441.6
1960,8,15,430.57
1960,8,16,350.77
1960,8,17,281.35
1960,8,18,238.25
1960,8,19,255.67
1960,8,20,334.56
1960,8,21,419.58
1960,8,22,425.09
1960,8,23,397.59
1960,8,24,285.92
1960,8,25,242.83
1960,8,26,300.91
1960,8,27,425.11
1960,8,28,442.83
1960,8,29,454.45
1960,8,30,449.85
1960,8,31,367.9
1960,9,1,392.96
1960,9,2,609.78
1960,9,3,418.34
1960,9,4,339.47
1960,9,5,374.61
1960,9,6,338.23
1960,9,7,280.45
1960,9,8,259.36
1960,9,9,318.99
1960,9,10,321.72
1960,9,11,300.94
1960,9,12,327.51
1960,9,13,313.76
1960,9,14,269.46
1960,9,15,241.01
1960,9,16,243.15
1960,9,17,290.85
1960,9,18,368.82
1960,9,19,344.36
1960,9,20,292.38
1960,9,21,281.64
1960,9,22,242.22
1960,9,23,236.7
1960,9,24,295.76
1960,9,25,305.24
1960,9,26,301.85
1960,9,27,299.07
1960,9,28,272.17
1960,9,29,244.99
1960,9,30,232.76
1960,10,1,292.35
1960,10,2,336.38
1960,10,3,337.01
1960,10,4,314.41
1960,10,5,292.96
1960,10,6,251.69
1960,10,7,212.57
1960,10,8,289.31
1960,10,9,316.82
1960,10,10,323.24
1960,10,11,310.73
1960,10,12,275.57
1960,10,13,282.56
1960,10,14,268.51
1960,10,15,285.3
1960,10,16,289.58
1960,10,17,297.54
1960,10,18,310.11
1960,10,19,292.99
1960,10,20,281.33
1960,10,21,267.88
1960,10,22,243.12
1960,10,23,281.65
1960,10,24,374.63
1960,10,25,566.07
1960,10,26,482.58
1960,10,27,856.29
1960,10,28,767.64
1960,10,29,637.05
1960,10,30,579.25
1960,10,31,471.26
1960,11,1,457.2
1960,11,2,700.02
1960,11,3,1388.09
1960,11,4,1158.14
1960,11,5,761.52
1960,11,6,677.07
1960,11,7,594.85
1960,11,8,412.27
1960,11,9,337.29
1960,11,10,305.19
1960,11,11,329.69
1960,11,12,353.26
1960,11,13,341.32
1960,11,14,333.68
1960,11,15,274.33
1960,11,16,273.09
1960,11,17,255.03
1960,11,18,262.69
1960,11,19,267.01
1960,11,20,277.38
1960,11,21,307.67
1960,11,22,263.66
1960,11,23,291.18
1960,11,24,427.56
1960,11,25,483
1960,11,26,488.51
1960,11,27,505.6
1960,11,28,596.79
1960,11,29,503.53
1960,11,30,357.73
1960,12,1,308.8
1960,12,2,376.57
1960,12,3,418.99
1960,12,4,424.14
1960,12,5,413.96
1960,12,6,347.79
1960,12,7,302.08
1960,12,8,341.13
1960,12,9,467.05
1960,12,10,488.51
1960,12,11,488.51
1960,12,12,472.27
1960,12,13,676.74
1960,12,14,1384.83
1960,12,15,706.68
1960,12,16,508.6
1960,12,17,403.3
1960,12,18,371.17
1960,12,19,329.7
1960,12,20,252.59
1960,12,21,190.9
1960,12,22,202.91
1960,12,23,276.24
1960,12,24,313.88
1960,12,25,318.25
1960,12,26,318.25
1960,12,27,305.5
1960,12,28,226.26
1960,12,29,171.55
1960,12,30,156.27
1960,12,31,217.13
1961,1,1,263.86
1961,1,2,281.95
1961,1,3,284
1961,1,4,273.97
1961,1,5,213.34
1961,1,6,199.73
1961,1,7,301.66
1961,1,8,336.18
1961,1,9,340.93
1961,1,10,270.27
1961,1,11,211.49
1961,1,12,207.28
1961,1,13,375.81
1961,1,14,485.15
1961,1,15,642.72
1961,1,16,685.43
1961,1,17,1322.82
1961,1,18,1156.52
1961,1,19,1142.69
1961,1,20,1044.81
1961,1,21,819.56
1961,1,22,654.88
1961,1,23,560.75
1961,1,24,442.23
1961,1,25,388.2
1961,1,26,428.68
1961,1,27,452.31
1961,1,28,454.98
1961,1,29,449.67
1961,1,30,415.75
1961,1,31,381.16
1961,2,1,286.87
1961,2,2,216.78
1961,2,3,218.67
1961,2,4,290.65
1961,2,5,316.06
1961,2,6,311.75
1961,2,7,264.16
1961,2,8,202.76
1961,2,9,214.05
1961,2,10,348.62
1961,2,11,373.51
1961,2,12,373.51
1961,2,13,373.51
1961,2,14,364.1
1961,2,15,327.54
1961,2,16,456.69
1961,2,17,619.43
1961,2,18,657.74
1961,2,19,1587.84
1961,2,20,3489.07
1961,2,21,3148.26
1961,2,22,1838.28
1961,2,23,1700.82
1961,2,24,1450.41
1961,2,25,1223.38
1961,2,26,1311.05
1961,2,27,4109.52
1961,2,28,2940.2
1961,3,1,2215.43
1961,3,2,2445.34
1961,3,3,1794.66
1961,3,4,1290.74
1961,3,5,1024.05
1961,3,6,850.58
1961,3,7,578.59
1961,3,8,562.27
1961,3,9,496.93
1961,3,10,475.14
1961,3,11,502.28
1961,3,12,485.92
1961,3,13,443.92
1961,3,14,424.73
1961,3,15,655.77
1961,3,16,938.81
1961,3,17,1004.73
1961,3,18,1008.5
1961,3,19,973.35
1961,3,20,719.43
1961,3,21,432.94
1961,3,22,471.59
1961,3,23,685.83
1961,3,24,664.9
1961,3,25,655.04
1961,3,26,648.61
1961,3,27,581.27
1961,3,28,398.55
1961,3,29,323.73
1961,3,30,507.1
1961,3,31,595.3
1961,4,1,583.53
1961,4,2,447.68
1961,4,3,333.61
1961,4,4,322.64
1961,4,5,296.5
1961,4,6,443.44
1961,4,7,608.24
1961,4,8,651.81
1961,4,9,645.44
1961,4,10,555.16
1961,4,11,348.45
1961,4,12,250.38
1961,4,13,248.49
1961,4,14,308.28
1961,4,15,331.03
1961,4,16,333.16
1961,4,17,331.03
1961,4,18,308.28
1961,4,19,243.33
1961,4,20,215.83
1961,4,21,296.78
1961,4,22,373.49
1961,4,23,366.48
1961,4,24,335.4
1961,4,25,304.43
1961,4,26,221.08
1961,4,27,197.94
1961,4,28,248.62
1961,4,29,280.14
1961,4,30,284
1961,5,1,284
1961,5,2,274.54
1961,5,3,217.51
1961,5,4,196.32
1961,5,5,232.52
1961,5,6,241.15
1961,5,7,253.75
1961,5,8,266.73
1961,5,9,259.47
1961,5,10,204.43
1961,5,11,184.05
1961,5,12,220.69
1961,5,13,239.41
1961,5,14,251.91
1961,5,15,253.71
1961,5,16,246.62
1961,5,17,201.24
1961,5,18,175.27
1961,5,19,220.85
1961,5,20,250.13
1961,5,21,253.71
1961,5,22,257.43
1961,5,23,270.68
1961,5,24,214.37
1961,5,25,173.76
1961,5,26,199.58
1961,5,27,237.78
1961,5,28,266.77
1961,5,29,286
1961,5,30,296.33
1961,5,31,208.14
1961,6,1,173.76
1961,6,2,210.89
1961,6,3,252.08
1961,6,4,286.1
1961,6,5,324.71
1961,6,6,304.43
1961,6,7,219.49
1961,6,8,188.72
1961,6,9,246.92
1961,6,10,280.14
1961,6,11,287.95
1961,6,12,310.12
1961,6,13,288.4
1961,6,14,206.38
1961,6,15,176.79
1961,6,16,234.65
1961,6,17,278.24
1961,6,18,284
1961,6,19,284
1961,6,20,272.72
1961,6,21,204.65
1961,6,22,173.76
1961,6,23,209.2
1961,6,24,235.9
1961,6,25,242.95
1961,6,26,266.77
1961,6,27,270.77
1961,6,28,204.65
1961,6,29,173.76
1961,6,30,216.14
1961,7,1,309.72
1961,7,2,457.48
1961,7,3,434.21
1961,7,4,315.66
1961,7,5,202.29
1961,7,6,131.27
1961,7,7,127.39
1961,7,8,158.26
1961,7,9,163.68
1961,7,10,166.53
1961,7,11,181.02
1961,7,12,161.1
1961,7,13,126.23
1961,7,14,120.33
1961,7,15,158.36
1961,7,16,173.64
1961,7,17,178.04
1961,7,18,191.64
1961,7,19,162.56
1961,7,20,127.39
1961,7,21,128.66
1961,7,22,168.09
1961,7,23,178.04
1961,7,24,196.25
1961,7,25,209.26
1961,7,26,282.93
1961,7,27,911.85
1961,7,28,701.07
1961,7,29,1070.3
1961,7,30,996.51
1961,7,31,777.21
1961,8,1,512.56
1961,8,2,416.35
1961,8,3,404.02
1961,8,4,387.32
1961,8,5,366.48
1961,8,6,337.52
1961,8,7,326.83
1961,8,8,278.68
1961,8,9,214.09
1961,8,10,239.61
1961,8,11,278.24
1961,8,12,284
1961,8,13,284
1961,8,14,285.96
1961,8,15,286.22
1961,8,16,220.89
1961,8,17,207.45
1961,8,18,246.62
1961,8,19,253.71
1961,8,20,257.43
1961,8,21,280.14
1961,8,22,272.72
1961,8,23,204.65
1961,8,24,173.76
1961,8,25,214.37
1961,8,26,286.7
1961,8,27,366.67
1961,8,28,333.41
1961,8,29,278.68
1961,8,30,204.65
1961,8,31,169.39
1961,9,1,179.65
1961,9,2,218.98
1961,9,3,225.59
1961,9,4,227.3
1961,9,5,232.46
1961,9,6,196.6
1961,9,7,148.87
1961,9,8,148.87
1961,9,9,193.37
1961,9,10,210.62
1961,9,11,218.98
1961,9,12,252.11
1961,9,13,199.95
1961,9,14,151.5
1961,9,15,165.23
1961,9,16,196.35
1961,9,17,213.94
1961,9,18,252.77
1961,9,19,347.03
1961,9,20,246.11
1961,9,21,172.48
1961,9,22,167.99
1961,9,23,194.75
1961,9,24,199.37
1961,9,25,200.96
1961,9,26,213.94
1961,9,27,232.43
1961,9,28,215.56
1961,9,29,212.24
1961,9,30,215.56
1961,10,1,235.9
1961,10,2,239.37
1961,10,3,232.52
1961,10,4,185.93
1961,10,5,138.56
1961,10,6,148.49
1961,10,7,309.11
1961,10,8,698.12
1961,10,9,1443.18
1961,10,10,3274.29
1961,10,11,2532.5
1961,10,12,1604.01
1961,10,13,1112.14
1961,10,14,790.64
1961,10,15,671.47
1961,10,16,637.38
1961,10,17,413.29
1961,10,18,339.74
1961,10,19,337.52
1961,10,20,364.18
1961,10,21,366.43
1961,10,22,350.69
1961,10,23,329
1961,10,24,278.68
1961,10,25,204.65
1961,10,26,166.59
1961,10,27,155.4
1961,10,28,159.53
1961,10,29,142.28
1961,10,30,123.75
1961,10,31,120.33
1961,11,1,158.36
1961,11,2,184.4
1961,11,3,257.89
1961,11,4,282.04
1961,11,5,284
1961,11,6,284
1961,11,7,278.24
1961,11,8,236.27
1961,11,9,191.82
1961,11,10,252.65
1961,11,11,322.74
1961,11,12,333.16
1961,11,13,333.16
1961,11,14,324.77
1961,11,15,269
1961,11,16,218.98
1961,11,17,1004.43
1961,11,18,3591.34
1961,11,19,8437.21
1961,11,20,3841
1961,11,21,5270.09
1961,11,22,6618.82
1961,11,23,9550.83
1961,11,24,6547.1
1961,11,25,3731.02
1961,11,26,4785.02
1961,11,27,7169.87
1961,11,28,5664.45
1961,11,29,5792.3
1961,11,30,5707.54
1961,12,1,6895.48
1961,12,2,6959.81
1961,12,3,5211.4
1961,12,4,3384.13
1961,12,5,2146.42
1961,12,6,1671.59
1961,12,7,1478.52
1961,12,8,1146.83
1961,12,9,1126.66
1961,12,10,1404.57
1961,12,11,4623.26
1961,12,12,3958.03
1961,12,13,4357.3
1961,12,14,3069.36
1961,12,15,3472.86
1961,12,16,4444.49
1961,12,17,7579.05
1961,12,18,10431.95
1961,12,19,8447.68
1961,12,20,7039.83
1961,12,21,10954.88
1961,12,22,7333.61
1961,12,23,4946.85
1961,12,24,3099.83
1961,12,25,1993.57
1961,12,26,1502.45
1961,12,27,1324.08
1961,12,28,1682.09
1961,12,29,1710.78
1961,12,30,1602
1961,12,31,1270.79
1962,1,1,813.77
1962,1,2,743.03
1962,1,3,1227.99
1962,1,4,1394.12
1962,1,5,1435.46
1962,1,6,4270.27
1962,1,7,12537.66
1962,1,8,7722.01
1962,1,9,21003.26
1962,1,10,29049.73
1962,1,11,14989.91
1962,1,12,8380.23
1962,1,13,5741.06
1962,1,14,5911.27
1962,1,15,5858.52
1962,1,16,8442.44
1962,1,17,8028.8
1962,1,18,6476.04
1962,1,19,5451.46
1962,1,20,4398.04
1962,1,21,3619.44
1962,1,22,3001.7
1962,1,23,2607.78
1962,1,24,2314.92
1962,1,25,2125.83
1962,1,26,2017.59
1962,1,27,1890.79
1962,1,28,1778.42
1962,1,29,1747.03
1962,1,30,1654.7
1962,1,31,1629.44
1962,2,1,1584.53
1962,2,2,1659.61
1962,2,3,1644.51
1962,2,4,1634.46
1962,2,5,1609.39
1962,2,6,1639.49
1962,2,7,1770.72
1962,2,8,2334.7
1962,2,9,2048.73
1962,2,10,1571.49
