Year,Month,Day,Discharge
1976,2,3,3617.37
1976,2,4,3402.11
1976,2,5,3438.73
1976,2,6,4065.64
1976,2,7,3951.67
1976,2,8,3806.95
1976,2,9,3702.01
1976,2,10,3755.81
1976,2,11,13590.66
1976,2,12,67822.28
1976,2,13,53013.49
1976,2,14,25061.84
1976,2,15,14639.03
1976,2,16,10184.44
1976,2,17,7522.01
1976,2,18,6105.27
1976,2,19,5368.66
1976,2,20,5261.16
1976,2,21,4854.49
1976,2,22,5385.32
1976,2,23,16912.75
1976,2,24,32611.2
1976,2,25,33234.3
1976,2,26,24532.72
1976,2,27,25069.06
1976,2,28,43975.38
1976,2,29,73378.82
1976,3,1,80999.66
1976,3,2,51245.47
1976,3,3,47137.62
1976,3,4,25569.06
1976,3,5,18031.16
1976,3,6,20911.03
1976,3,7,23605.09
1976,3,8,31342
1976,3,9,37234.44
1976,3,10,19676.45
1976,3,11,13309.74
1976,3,12,11393.2
1976,3,13,11466.71
1976,3,14,13969.39
1976,3,15,34489.37
1976,3,16,37999.97
1976,3,17,37862.58
1976,3,18,30976.15
1976,3,19,9137.91
1976,3,20,5840.69
1976,3,21,5018.03
1976,3,22,6957.45
1976,3,23,9277.46
1976,3,24,6413.94
1976,3,25,5063.92
1976,3,26,5014.46
1976,3,27,10077.85
1976,3,28,10184.85
1976,3,29,7145.76
1976,3,30,8968.78
1976,3,31,15394.56
1976,4,1,10676.93
1976,4,2,4284.75
1976,4,3,3636.94
1976,4,4,3380.06
1976,4,5,3208.96
1976,4,6,3173.94
1976,4,7,3419.93
1976,4,8,3193.63
1976,4,9,2538.38
1976,4,10,2300.04
1976,4,11,2387.31
1976,4,12,2459.8
1976,4,13,2424.07
1976,4,14,2354.35
1976,4,15,2292.15
1976,4,16,2462.85
1976,4,17,2736.3
1976,4,18,3537.36
1976,4,19,4266.1
1976,4,20,5643.41
1976,4,21,5579.6
1976,4,22,5412.87
1976,4,23,5226.55
1976,4,24,5213.62
1976,4,25,5455.57
1976,4,26,5432.75
1976,4,27,5183.76
1976,4,28,3809.69
1976,4,29,5641.26
1976,4,30,4933.35
1976,5,1,2628.09
1976,5,2,2707.85
1976,5,3,2744.68
1976,5,4,2547.56
1976,5,5,2372.82
1976,5,6,2255.28
1976,5,7,2257.16
1976,5,8,2188.52
1976,5,9,2145.07
1976,5,10,2135.64
1976,5,11,2134.87
1976,5,12,1928.46
1976,5,13,1984.29
1976,5,14,2180.65
1976,5,15,2152.13
1976,5,16,2165.92
1976,5,17,2174.72
1976,5,18,2140.46
1976,5,19,2128.36
1976,5,20,2094.86
1976,5,21,2090.92
1976,5,22,2101.78
1976,5,23,2568.31
1976,5,24,9593.94
1976,5,25,19134.85
1976,5,26,18780.29
1976,5,27,20187.99
1976,5,28,17228.37
1976,5,29,4443.99
1976,5,30,2335.25
1976,5,31,1933.82
1976,6,1,2029.43
1976,6,2,3571.1
1976,6,3,3641.39
1976,6,4,3792.44
1976,6,5,3826.1
1976,6,6,2343.82
1976,6,7,1914.14
1976,6,8,1825.54
1976,6,9,1762.53
1976,6,10,1720.27
1976,6,11,1642.13
1976,6,12,1382.7
1976,6,13,1224.34
1976,6,14,1212.36
1976,6,15,1206.63
1976,6,16,1195.3
1976,6,17,1239.52
1976,6,18,1237.09
1976,6,19,1189.61
1976,6,20,1952.41
1976,6,21,2491.92
1976,6,22,2378.57
1976,6,23,1623.84
1976,6,24,1261.3
1976,6,25,1191.69
1976,6,26,1177.55
1976,6,27,1177.55
1976,6,28,1178.98
1976,6,29,1198.5
1976,6,30,1177.91
1976,7,1,1190.07
1976,7,2,1187.76
1976,7,3,1175.77
1976,7,4,1132.37
1976,7,5,1129.34
1976,7,6,1104.55
1976,7,7,1077.96
1976,7,8,1068.17
1976,7,9,1044.78
1976,7,10,1175.66
1976,7,11,1315.82
1976,7,12,1319.54
1976,7,13,1330.11
1976,7,14,1367.54
1976,7,15,1393.07
1976,7,16,1393.07
1976,7,17,1419.06
1976,7,18,1430.61
1976,7,19,1430.61
1976,7,20,1424
1976,7,21,1378.26
1976,7,22,1328.73
1976,7,23,1341.37
1976,7,24,1321.65
1976,7,25,1319.54
1976,7,26,1322.34
1976,7,27,1346.77
1976,7,28,1413.84
1976,7,29,1461.74
1976,7,30,1507.03
1976,7,31,1506.76
1976,8,1,1483.14
1976,8,2,1468.11
1976,8,3,1442.05
1976,8,4,1394.42
1976,8,5,1370.71
1976,8,6,1320.3
1976,8,7,1304.52
1976,8,8,1256.44
1976,8,9,1240.88
1976,8,10,1207.73
1976,8,11,1179.72
1976,8,12,1177.55
1976,8,13,1169.28
1976,8,14,1131.83
1976,8,15,1010.29
1976,8,16,823.36
1976,8,17,749.19
1976,8,18,715.73
1976,8,19,708.39
1976,8,20,687.77
1976,8,21,685.52
1976,8,22,726.42
1976,8,23,626.5
1976,8,24,526.1
1976,8,25,550.03
1976,8,26,696.86
1976,8,27,642.54
1976,8,28,589.98
1976,8,29,590.18
1976,8,30,573.63
1976,8,31,453.31
1976,9,1,440.41
1976,9,2,466.55
1976,9,3,445.17
1976,9,4,436.82
1976,9,5,453.91
1976,9,6,592.05
1976,9,7,659.03
1976,9,8,630.14
1976,9,9,479.14
1976,9,10,416.48
1976,9,11,403.73
1976,9,12,405.77
1976,9,13,434.25
1976,9,14,387.1
1976,9,15,315.67
1976,9,16,375.2
1976,9,17,478.99
1976,9,18,561.51
1976,9,19,668.32
1976,9,20,722.69
1976,9,21,853.73
1976,9,22,1025.27
1976,9,23,796.63
1976,9,24,661.43
1976,9,25,536.46
1976,9,26,488.51
1976,9,27,495.41
1976,9,28,481.8
1976,9,29,657.95
1976,9,30,1145.24
1976,10,1,1229.89
1976,10,2,1051.47
1976,10,3,934.91
1976,10,4,722.8
1976,10,5,597.89
1976,10,6,592.69
1976,10,7,543.87
1976,10,8,510.97
1976,10,9,522.89
1976,10,10,493.98
1976,10,11,411.8
1976,10,12,338.66
1976,10,13,302.11
1976,10,14,314.1
1976,10,15,486.22
1976,10,16,598.16
1976,10,17,478.22
1976,10,18,332.08
1976,10,19,282.26
1976,10,20,302.76
1976,10,21,479.26
1976,10,22,488.69
1976,10,23,448.76
1976,10,24,484.03
1976,10,25,454.56
1976,10,26,332.08
1976,10,27,432.41
1976,10,28,810.87
1976,10,29,891.74
1976,10,30,942.6
1976,10,31,1516.17
1976,11,1,16287.26
1976,11,2,33529.45
1976,11,3,18170.72
1976,11,4,16443.99
1976,11,5,11946.56
1976,11,6,3669.1
1976,11,7,2328.63
1976,11,8,1825.27
1976,11,9,1511.03
1976,11,10,2977.91
1976,11,11,3640.7
1976,11,12,4505.92
1976,11,13,3722.1
1976,11,14,3710.23
1976,11,15,8529.29
1976,11,16,7511.08
1976,11,17,5217.41
1976,11,18,4585.25
1976,11,19,4507.38
1976,11,20,3694.12
1976,11,21,2269.85
1976,11,22,3155.19
1976,11,23,3085.71
1976,11,24,2888.53
1976,11,25,2529.38
1976,11,26,2040.28
1976,11,27,1886.09
1976,11,28,1647.4
1976,11,29,1375.18
1976,11,30,2734.62
1976,12,1,3220.96
1976,12,2,4544.34
1976,12,3,3058.93
1976,12,4,2542.77
1976,12,5,2204.95
1976,12,6,1504.4
1976,12,7,1252.15
1976,12,8,1697.78
1976,12,9,1827.68
1976,12,10,1794.01
1976,12,11,1729.06
1976,12,12,1264.96
1976,12,13,869.91
1976,12,14,703.83
1976,12,15,1136.65
1976,12,16,1503.47
1976,12,17,1507.03
1976,12,18,1495.78
1976,12,19,1105.91
1976,12,20,744.5
1976,12,21,584.59
1976,12,22,918.72
1976,12,23,1454.89
1976,12,24,1569.98
1976,12,25,1602.71
1976,12,26,1298.72
1976,12,27,999.97
1976,12,28,919.93
1976,12,29,858.61
1976,12,30,827.25
1976,12,31,817.23
1977,1,1,785.8
1977,1,2,1021.19
1977,1,3,1086.24
1977,1,4,1099.13
1977,1,5,1015.25
1977,1,6,1080.6
1977,1,7,991.51
1977,1,8,961.72
1977,1,9,901.6
1977,1,10,692.29
1977,1,11,536.49
1977,1,12,520.73
1977,1,13,586.98
1977,1,14,605.1
1977,1,15,638.23
1977,1,16,627.8
1977,1,17,686.88
1977,1,18,794.15
1977,1,19,1453.57
1977,1,20,1066.44
1977,1,21,897.05
1977,1,22,806
1977,1,23,677.98
1977,1,24,571.97
1977,1,25,469.2
1977,1,26,434.05
1977,1,27,571.24
1977,1,28,627.48
1977,1,29,630.94
1977,1,30,539.43
1977,1,31,1415.2
1977,2,1,1852.77
1977,2,2,1329.8
1977,2,3,1052.23
1977,2,4,756.07
1977,2,5,674
1977,2,6,626.75
1977,2,7,602.65
1977,2,8,493.3
1977,2,9,580.6
1977,2,10,653.71
1977,2,11,543.5
1977,2,12,476.07
1977,2,13,620.35
1977,2,14,694.65
1977,2,15,633.08
1977,2,16,703.94
1977,2,17,642.3
1977,2,18,796.99
1977,2,19,1200.84
1977,2,20,1052.29
1977,2,21,671.5
1977,2,22,504.69
1977,2,23,1138.31
1977,2,24,1352.15
1977,2,25,1119.7
1977,2,26,1014.72
1977,2,27,949.51
1977,2,28,905.13
1977,3,1,936.12
1977,3,2,972.39
1977,3,3,845.99
1977,3,4,827.95
1977,3,5,1009.35
1977,3,6,1172.8
1977,3,7,907.85
1977,3,8,776.49
1977,3,9,903.95
1977,3,10,1073.5
1977,3,11,1482.51
1977,3,12,7713.84
1977,3,13,9294.5
1977,3,14,3684.08
1977,3,15,2115.99
1977,3,16,1752.85
1977,3,17,1537.29
1977,3,18,1367.21
1977,3,19,1205.35
1977,3,20,1118.94
1977,3,21,908.56
1977,3,22,791.15
1977,3,23,749.99
1977,3,24,868.54
1977,3,25,885.3
1977,3,26,928.24
1977,3,27,942.78
1977,3,28,766.34
1977,3,29,626.38
1977,3,30,746.42
1977,3,31,894.93
1977,4,1,882.57
1977,4,2,821.91
1977,4,3,739.49
1977,4,4,651.09
1977,4,5,545.93
1977,4,6,927.79
1977,4,7,1249.21
1977,4,8,1004.68
1977,4,9,888.85
1977,4,10,797.75
1977,4,11,739.4
1977,4,12,711.51
1977,4,13,687.56
1977,4,14,746.69
1977,4,15,722.61
1977,4,16,711.5
1977,4,17,715.22
1977,4,18,659.79
1977,4,19,497.38
1977,4,20,454.67
1977,4,21,586.56
1977,4,22,660.61
1977,4,23,681.37
1977,4,24,679.05
1977,4,25,575.76
1977,4,26,426.31
1977,4,27,361.13
1977,4,28,554.88
1977,4,29,1025.36
1977,4,30,745.59
1977,5,1,631.83
1977,5,2,593.76
1977,5,3,511.9
1977,5,4,464.1
1977,5,5,444.85
1977,5,6,481.85
1977,5,7,588.39
1977,5,8,730.34
1977,5,9,975.31
1977,5,10,1051.95
1977,5,11,824.33
1977,5,12,576.37
1977,5,13,828.25
1977,5,14,726.85
1977,5,15,690.06
1977,5,16,848.91
1977,5,17,945.17
1977,5,18,890.35
1977,5,19,881.16
1977,5,20,876.47
1977,5,21,779.97
1977,5,22,685.29
1977,5,23,614.82
1977,5,24,605.1
1977,5,25,605.1
1977,5,26,610.29
1977,5,27,691.42
1977,5,28,659.74
1977,5,29,631.23
1977,5,30,618.69
1977,5,31,679.33
1977,6,1,665.14
1977,6,2,656.5
1977,6,3,660.11
1977,6,4,954.92
1977,6,5,679.53
1977,6,6,671.39
1977,6,7,803.14
1977,6,8,863.4
1977,6,9,755.66
1977,6,10,713.23
1977,6,11,690.96
1977,6,12,708.06
1977,6,13,659.62
1977,6,14,580.08
1977,6,15,547.54
1977,6,16,592.38
1977,6,17,722.35
1977,6,18,739.99
1977,6,19,714.95
1977,6,20,673.92
1977,6,21,587.47
1977,6,22,609.86
1977,6,23,699.78
1977,6,24,699.36
1977,6,25,737.21
1977,6,26,763.87
1977,6,27,709.61
1977,6,28,568.72
1977,6,29,1080.6
1977,6,30,892.78
1977,7,1,660.03
1977,7,2,657.33
1977,7,3,664.02
1977,7,4,622.86
1977,7,5,515.67
1977,7,6,922.34
1977,7,7,977.68
1977,7,8,776.23
1977,7,9,739.29
1977,7,10,730.87
1977,7,11,711.73
1977,7,12,627.08
1977,7,13,678.3
1977,7,14,735.79
1977,7,15,714.95
1977,7,16,708.06
1977,7,17,659.94
1977,7,18,491.14
1977,7,19,402.68
1977,7,20,438.24
1977,7,21,439.63
1977,7,22,424.14
1977,7,23,424.14
1977,7,24,470.98
1977,7,25,630.38
1977,7,26,657.75
1977,7,27,685.09
1977,7,28,471.1
1977,7,29,391.83
1977,7,30,386.09
1977,7,31,404.5
1977,8,1,406.62
1977,8,2,355.99
1977,8,3,400.01
1977,8,4,421.05
1977,8,5,826.26
1977,8,6,939.76
1977,8,7,563.26
1977,8,8,453.59
1977,8,9,371.93
1977,8,10,505.96
1977,8,11,466.83
1977,8,12,413.07
1977,8,13,424.04
1977,8,14,442.48
1977,8,15,390.82
1977,8,16,289.5
1977,8,17,305.78
1977,8,18,421.08
1977,8,19,470.6
1977,8,20,492.87
1977,8,21,446.05
1977,8,22,401.36
1977,8,23,325.4
1977,8,24,378.42
1977,8,25,424.14
1977,8,26,424.14
1977,8,27,424.14
1977,8,28,441.47
1977,8,29,451.8
1977,8,30,379.37
1977,8,31,354.97
1977,9,1,447.77
1977,9,2,486.89
1977,9,3,513.88
1977,9,4,555.13
1977,9,5,575.2
1977,9,6,559.99
1977,9,7,557.45
1977,9,8,551.56
1977,9,9,513.88
1977,9,10,491.3
1977,9,11,460.77
1977,9,12,348.01
1977,9,13,326.64
1977,9,14,329.4
1977,9,15,414.05
1977,9,16,463.1
1977,9,17,483
1977,9,18,466.64
1977,9,19,458.6
1977,9,20,518.22
1977,9,21,464.59
1977,9,22,463.11
1977,9,23,478.26
1977,9,24,482.29
1977,9,25,465.95
1977,9,26,447.37
1977,9,27,445.13
1977,9,28,429.97
1977,9,29,489.84
1977,9,30,527.8
1977,10,1,515.9
1977,10,2,502.77
1977,10,3,438.71
1977,10,4,489.77
1977,10,5,491.67
1977,10,6,584.35
1977,10,7,710.58
1977,10,8,914.78
1977,10,9,476.96
1977,10,10,296.07
1977,10,11,354.04
1977,10,12,391.94
1977,10,13,517.64
1977,10,14,571.09
1977,10,15,591.96
1977,10,16,663.28
1977,10,17,721.86
1977,10,18,387.04
1977,10,19,264.41
1977,10,20,466.31
1977,10,21,592.58
1977,10,22,581.52
1977,10,23,541.47
1977,10,24,455.6
1977,10,25,473.04
1977,10,26,354.77
1977,10,27,409.51
1977,10,28,500.06
1977,10,29,334.86
1977,10,30,360.06
1977,10,31,357.81
1977,11,1,272.53
1977,11,2,390.39
1977,11,3,595.25
1977,11,4,591.47
1977,11,5,720.24
1977,11,6,671.84
1977,11,7,672.31
1977,11,8,923.1
1977,11,9,693.74
1977,11,10,423.51
1977,11,11,313.94
1977,11,12,408.83
1977,11,13,597.19
1977,11,14,604.84
1977,11,15,666.73
1977,11,16,642.55
1977,11,17,529.89
1977,11,18,615.65
1977,11,19,630.23
1977,11,20,545.75
1977,11,21,539.47
1977,11,22,492.93
1977,11,23,445.57
1977,11,24,430.15
1977,11,25,466.79
1977,11,26,534.1
1977,11,27,590.31
1977,11,28,561.53
1977,11,29,557.45
1977,11,30,510.7
1977,12,1,485.5
1977,12,2,586.86
1977,12,3,595.4
1977,12,4,592.09
1977,12,5,501.66
1977,12,6,485.96
1977,12,7,493.75
1977,12,8,662.69
1977,12,9,995.62
1977,12,10,786.06
1977,12,11,690.74
1977,12,12,639.6
1977,12,13,622.8
1977,12,14,533.28
1977,12,15,528.54
1977,12,16,547.15
1977,12,17,534.42
1977,12,18,546.99
1977,12,19,524.09
1977,12,20,520.36
1977,12,21,434
1977,12,22,361.11
1977,12,23,468.35
1977,12,24,536.54
1977,12,25,631.74
1977,12,26,657.33
1977,12,27,656.32
1977,12,28,619.49
1977,12,29,569.82
1977,12,30,577.13
1977,12,31,642.01
1978,1,1,657.33
1978,1,2,657.33
1978,1,3,667.74
1978,1,4,715.12
1978,1,5,793.65
1978,1,6,897.1
1978,1,7,1106.31
1978,1,8,965.63
1978,1,9,770.48
1978,1,10,712.29
1978,1,11,613.82
1978,1,12,498.38
1978,1,13,794.2
1978,1,14,930.62
1978,1,15,879.85
1978,1,16,601.15
1978,1,17,512.09
1978,1,18,721.08
1978,1,19,1052.88
1978,1,20,878.15
1978,1,21,520.64
1978,1,22,397.15
1978,1,23,343.23
1978,1,24,323.17
1978,1,25,315.23
1978,1,26,315.23
1978,1,27,323.07
1978,1,28,458.63
1978,1,29,758.2
1978,1,30,634.04
1978,1,31,564.07
1978,2,1,450.41
1978,2,2,373.4
1978,2,3,372.62
1978,2,4,552.43
1978,2,5,533.45
1978,2,6,583.2
1978,2,7,571.62
1978,2,8,519.16
1978,2,9,438.19
1978,2,10,355.58
1978,2,11,322.59
1978,2,12,589.06
1978,2,13,957.14
1978,2,14,938.4
1978,2,15,738.78
1978,2,16,557.77
1978,2,17,425.35
1978,2,18,327.06
1978,2,19,239.18
1978,2,20,401.84
1978,2,21,426.8
1978,2,22,332.6
1978,2,23,431.65
1978,2,24,787.33
1978,2,25,859.51
1978,2,26,754.14
1978,2,27,456.59
1978,2,28,406.45
1978,3,1,399.24
1978,3,2,468.43
1978,3,3,541.36
1978,3,4,511.59
1978,3,5,449.22
1978,3,6,335.8
1978,3,7,477.04
1978,3,8,596
1978,3,9,481.22
1978,3,10,425.59
1978,3,11,465.15
1978,3,12,509.35
1978,3,13,567.76
1978,3,14,543.64
1978,3,15,482.02
1978,3,16,323.17
1978,3,17,290.7
1978,3,18,583.65
1978,3,19,636.82
1978,3,20,477.59
1978,3,21,917.81
1978,3,22,3196.9
1978,3,23,1930.98
1978,3,24,903.43
1978,3,25,1402.85
1978,3,26,3565.66
1978,3,27,3795.18
1978,3,28,3538.37
1978,3,29,4349.26
1978,3,30,3123.04
1978,3,31,2149.33
1978,4,1,4300.3
1978,4,2,11777.62
1978,4,3,27380.75
1978,4,4,17001.18
1978,4,5,8520.06
1978,4,6,4788.85
1978,4,7,3184.84
1978,4,8,2410.73
1978,4,9,1867.4
1978,4,10,1504.55
1978,4,11,1210.93
1978,4,12,1005.28
1978,4,13,838.46
1978,4,14,796.1
1978,4,15,661.14
1978,4,16,570.59
1978,4,17,496.02
1978,4,18,440.78
1978,4,19,378.8
1978,4,20,337.23
1978,4,21,315.22
1978,4,22,296.47
1978,4,23,278.45
1978,4,24,261.15
1978,4,25,244.54
1978,4,26,230.55
1978,4,27,226.64
1978,4,28,215.23
1978,4,29,215.23
1978,4,30,226.64
1978,5,1,248.35
1978,5,2,661.83
1978,5,3,860.56
1978,5,4,731.08
1978,5,5,399.27
1978,5,6,271.14
1978,5,7,357.45
1978,5,8,516.01
1978,5,9,543.82
1978,5,10,563.58
1978,5,11,534.8
1978,5,12,430.1
1978,5,13,348.54
1978,5,14,250.6
1978,5,15,204.25
1978,5,16,208.67
1978,5,17,242.73
1978,5,18,270.28
1978,5,19,429.89
1978,5,20,564.73
1978,5,21,557.8
1978,5,22,465.33
1978,5,23,423.63
1978,5,24,417.3
1978,5,25,397.64
1978,5,26,373.3
1978,5,27,337.25
1978,5,28,320.04
1978,5,29,345.66
1978,5,30,456.84
1978,5,31,507.98
1978,6,1,479.3
1978,6,2,499.4
1978,6,3,400.68
1978,6,4,301.66
1978,6,5,246.41
1978,6,6,254.24
1978,6,7,437.88
1978,6,8,448.85
1978,6,9,343.68
1978,6,10,261.69
1978,6,11,204.37
1978,6,12,186.52
1978,6,13,183.11
1978,6,14,171.98
1978,6,15,162.95
1978,6,16,244.8
1978,6,17,360.11
1978,6,18,358.39
1978,6,19,294.63
1978,6,20,260.44
1978,6,21,395.29
1978,6,22,366.12
1978,6,23,553.63
1978,6,24,357.62
1978,6,25,313.49
1978,6,26,340.07
1978,6,27,606.07
1978,6,28,652.42
1978,6,29,423.1
1978,6,30,287.16
1978,7,1,241.8
1978,7,2,279.75
1978,7,3,280.29
1978,7,4,223.43
1978,7,5,204.23
1978,7,6,332.49
1978,7,7,306.02
1978,7,8,247.92
1978,7,9,437.76
1978,7,10,506.22
1978,7,11,345
1978,7,12,268.14
1978,7,13,271.76
1978,7,14,278.42
1978,7,15,278.42
1978,7,16,351.61
1978,7,17,479.11
1978,7,18,351.02
1978,7,19,272.11
1978,7,20,246.98
1978,7,21,242.66
1978,7,22,236.96
1978,7,23,231.99
1978,7,24,227.52
1978,7,25,215.16
1978,7,26,201.38
1978,7,27,197.48
1978,7,28,192.66
1978,7,29,317.08
1978,7,30,326.89
1978,7,31,374.51
1978,8,1,309.36
1978,8,2,228.11
1978,8,3,408.39
1978,8,4,506.81
1978,8,5,409.02
1978,8,6,675.44
1978,8,7,601.24
1978,8,8,349.89
1978,8,9,266.27
1978,8,10,223.3
1978,8,11,204.8
1978,8,12,329.38
1978,8,13,313.01
1978,8,14,238.43
1978,8,15,200.33
1978,8,16,171.67
1978,8,17,165.38
1978,8,18,152.79
1978,8,19,160.15
1978,8,20,160.74
1978,8,21,158.8
1978,8,22,158.8
1978,8,23,450.02
1978,8,24,674.55
1978,8,25,511.17
1978,8,26,307.06
1978,8,27,215.36
1978,8,28,175.92
1978,8,29,171.6
1978,8,30,186.7
1978,8,31,440.14
1978,9,1,757.83
1978,9,2,1950.81
1978,9,3,1965.73
1978,9,4,1741.65
1978,9,5,1518
1978,9,6,1255.13
1978,9,7,2140.13
1978,9,8,7023.82
1978,9,9,8411.44
1978,9,10,7314.83
1978,9,11,4607.21
1978,9,12,3099.99
1978,9,13,2356.73
1978,9,14,1837.69
1978,9,15,1486.2
1978,9,16,1225.27
1978,9,17,1060.92
1978,9,18,882.82
1978,9,19,739.78
1978,9,20,639.1
1978,9,21,563.07
1978,9,22,503.84
1978,9,23,450.54
1978,9,24,422.12
1978,9,25,415.86
1978,9,26,399.18
1978,9,27,392.96
1978,9,28,377.11
1978,9,29,375.88
1978,9,30,375.88
1978,10,1,375.88
1978,10,2,457.77
1978,10,3,642.23
1978,10,4,565.29
1978,10,5,476.49
1978,10,6,414.4
1978,10,7,370.31
1978,10,8,353.56
1978,10,9,337.23
1978,10,10,318.82
1978,10,11,313.58
1978,10,12,293.22
1978,10,13,277.69
1978,10,14,265.37
1978,10,15,261.14
1978,10,16,334.43
1978,10,17,539.01
1978,10,18,582.25
1978,10,19,466.9
1978,10,20,348.67
1978,10,21,300.66
1978,10,22,278.42
1978,10,23,347.32
1978,10,24,511.36
1978,10,25,523.43
1978,10,26,419.26
1978,10,27,286.87
1978,10,28,240.55
1978,10,29,231.95
1978,10,30,330.05
1978,10,31,397.19
1978,11,1,428.4
1978,11,2,512.75
1978,11,3,658.68
1978,11,4,707.58
1978,11,5,655.93
1978,11,6,516.14
1978,11,7,439.82
1978,11,8,4593.32
1978,11,9,3462.5
1978,11,10,2707.05
1978,11,11,2408.43
1978,11,12,2936.43
1978,11,13,2219.83
1978,11,14,1851.49
1978,11,15,1627.24
1978,11,16,1348.74
1978,11,17,1107.48
1978,11,18,909.38
1978,11,19,756.25
1978,11,20,650.5
1978,11,21,534.93
1978,11,22,455.35
1978,11,23,401.66
1978,11,24,349.62
1978,11,25,334.84
1978,11,26,483.1
1978,11,27,699.94
1978,11,28,718.29
1978,11,29,689.68
1978,11,30,663.06
1978,12,1,659.97
1978,12,2,732.55
1978,12,3,942.11
1978,12,4,945.13
1978,12,5,865.4
1978,12,6,733.54
1978,12,7,550.05
1978,12,8,468.53
1978,12,9,550.85
1978,12,10,649.75
1978,12,11,659.97
1978,12,12,666.65
1978,12,13,719.15
1978,12,14,711.65
1978,12,15,708.17
1978,12,16,797.73
1978,12,17,787.79
1978,12,18,753.42
1978,12,19,772.8
1978,12,20,1288.3
1978,12,21,2544.97
1978,12,22,1748.05
1978,12,23,1170.01
1978,12,24,853.24
1978,12,25,669.66
1978,12,26,598.2
1978,12,27,633.4
1978,12,28,963.87
1978,12,29,3269.43
1978,12,30,6918.26
1978,12,31,9911.97
1979,1,1,10164.33
1979,1,2,6053.35
1979,1,3,3831.83
1979,1,4,2792.45
1979,1,5,2182.22
1979,1,6,1700.47
1979,1,7,1394.4
1979,1,8,1146.85
1979,1,9,965.59
1979,1,10,839.92
1979,1,11,713.15
1979,1,12,643.29
1979,1,13,581.65
1979,1,14,529.5
1979,1,15,537.72
1979,1,16,609.75
1979,1,17,601.42
1979,1,18,525.96
1979,1,19,580.61
1979,1,20,631.53
1979,1,21,548.08
1979,1,22,529.3
1979,1,23,538.61
1979,1,24,16265.63
1979,1,25,12349.61
1979,1,26,11478.8
1979,1,27,7004.39
1979,1,28,4152.78
1979,1,29,2788.18
1979,1,30,2096.72
1979,1,31,1834.78
1979,2,1,1713.39
1979,2,2,1507.98
1979,2,3,1270.25
1979,2,4,1079.64
1979,2,5,952.25
1979,2,6,1013.11
1979,2,7,990.81
1979,2,8,969.78
1979,2,9,1045.57
1979,2,10,1687.52
1979,2,11,2376.42
1979,2,12,2823.36
1979,2,13,2260.56
1979,2,14,1801.95
1979,2,15,1382.95
1979,2,16,1110.08
1979,2,17,921.12
1979,2,18,875.69
1979,2,19,972.61
1979,2,20,837.96
1979,2,21,722.96
1979,2,22,635.72
1979,2,23,583.7
1979,2,24,543.07
1979,2,25,505.17
1979,2,26,480.1
1979,2,27,463.92
1979,2,28,452.85
1979,3,1,421.53
1979,3,2,413.15
1979,3,3,429.45
1979,3,4,528.49
1979,3,5,673.67
1979,3,6,651.35
1979,3,7,581.58
1979,3,8,661.75
1979,3,9,1057.98
1979,3,10,1144.69
1979,3,11,937.07
1979,3,12,758.56
1979,3,13,643.14
1979,3,14,554.8
1979,3,15,489.44
1979,3,16,474.88
1979,3,17,461.24
1979,3,18,783.06
1979,3,19,694.7
1979,3,20,524.77
1979,3,21,467.88
1979,3,22,435.13
1979,3,23,410.79
1979,3,24,385.25
1979,3,25,373.51
1979,3,26,373.51
1979,3,27,372.26
1979,3,28,354.4
1979,3,29,336.39
1979,3,30,397.81
1979,3,31,466.34
1979,4,1,497.2
1979,4,2,523.39
1979,4,3,552.47
1979,4,4,569.25
1979,4,5,568.77
1979,4,6,552.62
1979,4,7,647.1
1979,4,8,780.83
1979,4,9,870.95
1979,4,10,1073.65
1979,4,11,949.02
1979,4,12,602.15
1979,4,13,685.63
1979,4,14,784.76
1979,4,15,766.57
1979,4,16,781.35
1979,4,17,722.13
1979,4,18,659.43
1979,4,19,606.68
1979,4,20,487.37
1979,4,21,376.67
1979,4,22,304.03
1979,4,23,261.75
1979,4,24,235.5
1979,4,25,219.09
1979,4,26,458.07
1979,4,27,780.75
1979,4,28,717.31
1979,4,29,656.09
1979,4,30,593.47
1979,5,1,568.33
1979,5,2,542.11
1979,5,3,521.17
1979,5,4,530.86
1979,5,5,520.12
1979,5,6,558.27
1979,5,7,588.49
1979,5,8,629.23
1979,5,9,619.11
1979,5,10,574.67
1979,5,11,572.49
1979,5,12,562.02
1979,5,13,543.93
1979,5,14,543.67
1979,5,15,565.61
1979,5,16,572.49
1979,5,17,566.06
1979,5,18,535.01
1979,5,19,481.87
1979,5,20,398.97
1979,5,21,378.46
1979,5,22,367.69
1979,5,23,340.92
1979,5,24,323.85
1979,5,25,310.13
1979,5,26,319.22
1979,5,27,345.56
1979,5,28,447.57
1979,5,29,490.09
1979,5,30,822.37
1979,5,31,1243.29
1979,6,1,1168.62
1979,6,2,1118.38
1979,6,3,1069.58
1979,6,4,1001.32
1979,6,5,991.01
1979,6,6,985.91
1979,6,7,950.68
1979,6,8,916.18
1979,6,9,906.48
1979,6,10,873.09
1979,6,11,835.83
1979,6,12,799.57
1979,6,13,768.63
1979,6,14,755.69
1979,6,15,635.58
1979,6,16,497.32
1979,6,17,448.98
1979,6,18,527.76
1979,6,19,681.51
1979,6,20,846.11
1979,6,21,1220.34
1979,6,22,2013.43
1979,6,23,4331.69
1979,6,24,4471.82
